Pol Year,Issue Age,Prem Term,Value
110,68,25,890
111,68,25,900
112,68,25,910
113,68,25,920
114,68,25,930
115,68,25,940
116,68,25,950
117,68,25,960
118,68,25,970
119,68,25,980
120,68,25,1000
1,69,25,0
2,69,25,0
3,69,25,0
4,69,25,0
5,69,25,0
6,69,25,10
7,69,25,15
8,69,25,20
9,69,25,25
10,69,25,30
11,69,25,35
12,69,25,40
13,69,25,45
14,69,25,50
15,69,25,55
16,69,25,60
17,69,25,65
18,69,25,70
19,69,25,75
20,69,25,80
21,69,25,85
22,69,25,90
23,69,25,95
24,69,25,100
25,69,25,105
26,69,25,110
27,69,25,115
28,69,25,120
29,69,25,125
30,69,25,130
31,69,25,135
32,69,25,140
33,69,25,145
34,69,25,150
35,69,25,155
36,69,25,160
37,69,25,165
38,69,25,170
39,69,25,180
40,69,25,190
41,69,25,200
42,69,25,210
43,69,25,220
44,69,25,230
45,69,25,240
46,69,25,250
47,69,25,260
48,69,25,270
49,69,25,280
50,69,25,290
51,69,25,300
52,69,25,310
53,69,25,320
54,69,25,330
55,69,25,340
56,69,25,350
57,69,25,360
58,69,25,370
59,69,25,380
60,69,25,390
61,69,25,400
62,69,25,410
63,69,25,420
64,69,25,430
65,69,25,440
66,69,25,450
67,69,25,460
68,69,25,470
69,69,25,480
70,69,25,490
71,69,25,500
72,69,25,510
73,69,25,520
74,69,25,530
75,69,25,540
76,69,25,550
77,69,25,560
78,69,25,570
79,69,25,580
80,69,25,590
81,69,25,600
82,69,25,610
83,69,25,620
84,69,25,630
85,69,25,640
86,69,25,650
87,69,25,660
88,69,25,670
89,69,25,680
90,69,25,690
91,69,25,700
92,69,25,710
93,69,25,720
94,69,25,730
95,69,25,740
96,69,25,750
97,69,25,760
98,69,25,770
99,69,25,780
100,69,25,790
101,69,25,800
102,69,25,810
103,69,25,820
104,69,25,830
105,69,25,840
106,69,25,850
107,69,25,860
108,69,25,870
109,69,25,880
110,69,25,890
111,69,25,900
112,69,25,910
113,69,25,920
114,69,25,930
115,69,25,940
116,69,25,950
117,69,25,960
118,69,25,970
119,69,25,980
120,69,25,1000
1,70,25,0
2,70,25,0
3,70,25,0
4,70,25,0
5,70,25,0
6,70,25,10
7,70,25,15
8,70,25,20
9,70,25,25
10,70,25,30
11,70,25,35
12,70,25,40
13,70,25,45
14,70,25,50
15,70,25,55
16,70,25,60
17,70,25,65
18,70,25,70
19,70,25,75
20,70,25,80
21,70,25,85
22,70,25,90
23,70,25,95
24,70,25,100
25,70,25,105
26,70,25,110
27,70,25,115
28,70,25,120
29,70,25,125
30,70,25,130
31,70,25,135
32,70,25,140
33,70,25,145
34,70,25,150
35,70,25,155
36,70,25,160
37,70,25,165
38,70,25,170
39,70,25,180
40,70,25,190
41,70,25,200
42,70,25,210
43,70,25,220
44,70,25,230
45,70,25,240
46,70,25,250
47,70,25,260
48,70,25,270
49,70,25,280
50,70,25,290
51,70,25,300
52,70,25,310
53,70,25,320
54,70,25,330
55,70,25,340
56,70,25,350
57,70,25,360
58,70,25,370
59,70,25,380
60,70,25,390
61,70,25,400
62,70,25,410
63,70,25,420
64,70,25,430
65,70,25,440
66,70,25,450
67,70,25,460
68,70,25,470
69,70,25,480
70,70,25,490
71,70,25,500
72,70,25,510
73,70,25,520
74,70,25,530
75,70,25,540
76,70,25,550
77,70,25,560
78,70,25,570
79,70,25,580
80,70,25,590
81,70,25,600
82,70,25,610
83,70,25,620
84,70,25,630
85,70,25,640
86,70,25,650
87,70,25,660
88,70,25,670
89,70,25,680
90,70,25,690
91,70,25,700
92,70,25,710
93,70,25,720
94,70,25,730
95,70,25,740
96,70,25,750
97,70,25,760
98,70,25,770
99,70,25,780
100,70,25,790
101,70,25,800
102,70,25,810
103,70,25,820
104,70,25,830
105,70,25,840
106,70,25,850
107,70,25,860
108,70,25,870
109,70,25,880
110,70,25,890
111,70,25,900
112,70,25,910
113,70,25,920
114,70,25,930
115,70,25,940
116,70,25,950
117,70,25,960
118,70,25,970
119,70,25,980
120,70,25,1000
1,71,25,0
2,71,25,0
3,71,25,0
4,71,25,0
5,71,25,0
6,71,25,10
7,71,25,15
8,71,25,20
9,71,25,25
10,71,25,30
11,71,25,35
12,71,25,40
13,71,25,45
14,71,25,50
15,71,25,55
16,71,25,60
17,71,25,65
18,71,25,70
19,71,25,75
20,71,25,80
21,71,25,85
22,71,25,90
23,71,25,95
24,71,25,100
25,71,25,105
26,71,25,110
27,71,25,115
28,71,25,120
29,71,25,125
30,71,25,130
31,71,25,135
32,71,25,140
33,71,25,145
34,71,25,150
35,71,25,155
36,71,25,160
37,71,25,165
38,71,25,170
39,71,25,180
40,71,25,190
41,71,25,200
42,71,25,210
43,71,25,220
44,71,25,230
45,71,25,240
46,71,25,250
47,71,25,260
48,71,25,270
49,71,25,280
50,71,25,290
51,71,25,300
52,71,25,310
53,71,25,320
54,71,25,330
55,71,25,340
56,71,25,350
57,71,25,360
58,71,25,370
59,71,25,380
60,71,25,390
61,71,25,400
62,71,25,410
63,71,25,420
64,71,25,430
65,71,25,440
66,71,25,450
67,71,25,460
68,71,25,470
69,71,25,480
70,71,25,490
71,71,25,500
72,71,25,510
73,71,25,520
74,71,25,530
75,71,25,540
76,71,25,550
77,71,25,560
78,71,25,570
79,71,25,580
80,71,25,590
81,71,25,600
82,71,25,610
83,71,25,620
84,71,25,630
85,71,25,640
86,71,25,650
87,71,25,660
88,71,25,670
89,71,25,680
90,71,25,690
91,71,25,700
92,71,25,710
93,71,25,720
94,71,25,730
95,71,25,740
96,71,25,750
97,71,25,760
98,71,25,770
99,71,25,780
100,71,25,790
101,71,25,800
102,71,25,810
103,71,25,820
104,71,25,830
105,71,25,840
106,71,25,850
107,71,25,860
108,71,25,870
109,71,25,880
110,71,25,890
111,71,25,900
112,71,25,910
113,71,25,920
114,71,25,930
115,71,25,940
116,71,25,950
117,71,25,960
118,71,25,970
119,71,25,980
120,71,25,1000
1,72,25,0
2,72,25,0
3,72,25,0
4,72,25,0
5,72,25,0
6,72,25,10
7,72,25,15
8,72,25,20
9,72,25,25
10,72,25,30
11,72,25,35
12,72,25,40
13,72,25,45
14,72,25,50
15,72,25,55
16,72,25,60
17,72,25,65
18,72,25,70
19,72,25,75
20,72,25,80
21,72,25,85
22,72,25,90
23,72,25,95
24,72,25,100
25,72,25,105
26,72,25,110
27,72,25,115
28,72,25,120
29,72,25,125
30,72,25,130
31,72,25,135
32,72,25,140
33,72,25,145
34,72,25,150
35,72,25,155
36,72,25,160
37,72,25,165
38,72,25,170
39,72,25,180
40,72,25,190
41,72,25,200
42,72,25,210
43,72,25,220
44,72,25,230
45,72,25,240
46,72,25,250
47,72,25,260
48,72,25,270
49,72,25,280
50,72,25,290
51,72,25,300
52,72,25,310
53,72,25,320
54,72,25,330
55,72,25,340
56,72,25,350
57,72,25,360
58,72,25,370
59,72,25,380
60,72,25,390
61,72,25,400
62,72,25,410
63,72,25,420
64,72,25,430
65,72,25,440
66,72,25,450
67,72,25,460
68,72,25,470
69,72,25,480
70,72,25,490
71,72,25,500
72,72,25,510
73,72,25,520
74,72,25,530
75,72,25,540
76,72,25,550
77,72,25,560
78,72,25,570
79,72,25,580
80,72,25,590
81,72,25,600
82,72,25,610
83,72,25,620
84,72,25,630
85,72,25,640
86,72,25,650
87,72,25,660
88,72,25,670
89,72,25,680
90,72,25,690
91,72,25,700
92,72,25,710
93,72,25,720
94,72,25,730
95,72,25,740
96,72,25,750
97,72,25,760
98,72,25,770
99,72,25,780
100,72,25,790
101,72,25,800
102,72,25,810
103,72,25,820
104,72,25,830
105,72,25,840
106,72,25,850
107,72,25,860
108,72,25,870
109,72,25,880
110,72,25,890
111,72,25,900
112,72,25,910
113,72,25,920
114,72,25,930
115,72,25,940
116,72,25,950
117,72,25,960
118,72,25,970
119,72,25,980
120,72,25,1000
1,73,25,0
2,73,25,0
3,73,25,0
4,73,25,0
5,73,25,0
6,73,25,10
7,73,25,15
8,73,25,20
9,73,25,25
10,73,25,30
11,73,25,35
12,73,25,40
13,73,25,45
14,73,25,50
15,73,25,55
16,73,25,60
17,73,25,65
18,73,25,70
19,73,25,75
20,73,25,80
21,73,25,85
22,73,25,90
23,73,25,95
24,73,25,100
25,73,25,105
26,73,25,110
27,73,25,115
28,73,25,120
29,73,25,125
30,73,25,130
31,73,25,135
32,73,25,140
33,73,25,145
34,73,25,150
35,73,25,155
36,73,25,160
37,73,25,165
38,73,25,170
39,73,25,180
40,73,25,190
41,73,25,200
42,73,25,210
43,73,25,220
44,73,25,230
45,73,25,240
46,73,25,250
47,73,25,260
48,73,25,270
49,73,25,280
50,73,25,290
51,73,25,300
52,73,25,310
53,73,25,320
54,73,25,330
55,73,25,340
56,73,25,350
57,73,25,360
58,73,25,370
59,73,25,380
60,73,25,390
61,73,25,400
62,73,25,410
63,73,25,420
64,73,25,430
65,73,25,440
66,73,25,450
67,73,25,460
68,73,25,470
69,73,25,480
70,73,25,490
71,73,25,500
72,73,25,510
73,73,25,520
74,73,25,530
75,73,25,540
76,73,25,550
77,73,25,560
78,73,25,570
79,73,25,580
80,73,25,590
81,73,25,600
82,73,25,610
83,73,25,620
84,73,25,630
85,73,25,640
86,73,25,650
87,73,25,660
88,73,25,670
89,73,25,680
90,73,25,690
91,73,25,700
92,73,25,710
93,73,25,720
94,73,25,730
95,73,25,740
96,73,25,750
97,73,25,760
98,73,25,770
99,73,25,780
100,73,25,790
101,73,25,800
102,73,25,810
103,73,25,820
104,73,25,830
105,73,25,840
106,73,25,850
107,73,25,860
108,73,25,870
109,73,25,880
110,73,25,890
111,73,25,900
112,73,25,910
113,73,25,920
114,73,25,930
115,73,25,940
116,73,25,950
117,73,25,960
118,73,25,970
119,73,25,980
120,73,25,1000
1,74,25,0
2,74,25,0
3,74,25,0
4,74,25,0
5,74,25,0
6,74,25,10
7,74,25,15
8,74,25,20
9,74,25,25
10,74,25,30
11,74,25,35
12,74,25,40
13,74,25,45
14,74,25,50
15,74,25,55
16,74,25,60
17,74,25,65
18,74,25,70
19,74,25,75
20,74,25,80
21,74,25,85
22,74,25,90
23,74,25,95
24,74,25,100
25,74,25,105
26,74,25,110
27,74,25,115
28,74,25,120
29,74,25,125
30,74,25,130
31,74,25,135
32,74,25,140
33,74,25,145
34,74,25,150
35,74,25,155
36,74,25,160
37,74,25,165
38,74,25,170
39,74,25,180
40,74,25,190
41,74,25,200
42,74,25,210
43,74,25,220
44,74,25,230
45,74,25,240
46,74,25,250
47,74,25,260
48,74,25,270
49,74,25,280
50,74,25,290
51,74,25,300
52,74,25,310
53,74,25,320
54,74,25,330
55,74,25,340
56,74,25,350
57,74,25,360
58,74,25,370
59,74,25,380
60,74,25,390
61,74,25,400
62,74,25,410
63,74,25,420
64,74,25,430
65,74,25,440
66,74,25,450
67,74,25,460
68,74,25,470
69,74,25,480
70,74,25,490
71,74,25,500
72,74,25,510
73,74,25,520
74,74,25,530
75,74,25,540
76,74,25,550
77,74,25,560
78,74,25,570
79,74,25,580
80,74,25,590
81,74,25,600
82,74,25,610
83,74,25,620
84,74,25,630
85,74,25,640
86,74,25,650
87,74,25,660
88,74,25,670
89,74,25,680
90,74,25,690
91,74,25,700
92,74,25,710
93,74,25,720
94,74,25,730
95,74,25,740
96,74,25,750
97,74,25,760
98,74,25,770
99,74,25,780
100,74,25,790
101,74,25,800
102,74,25,810
103,74,25,820
104,74,25,830
105,74,25,840
106,74,25,850
107,74,25,860
108,74,25,870
109,74,25,880
110,74,25,890
111,74,25,900
112,74,25,910
113,74,25,920
114,74,25,930
115,74,25,940
116,74,25,950
117,74,25,960
118,74,25,970
119,74,25,980
120,74,25,1000
1,75,25,0
2,75,25,0
3,75,25,0
4,75,25,0
5,75,25,0
6,75,25,10
7,75,25,15
8,75,25,20
9,75,25,25
10,75,25,30
11,75,25,35
12,75,25,40
13,75,25,45
14,75,25,50
15,75,25,55
16,75,25,60
17,75,25,65
18,75,25,70
19,75,25,75
20,75,25,80
21,75,25,85
22,75,25,90
23,75,25,95
24,75,25,100
25,75,25,105
26,75,25,110
27,75,25,115
28,75,25,120
29,75,25,125
30,75,25,130
31,75,25,135
32,75,25,140
33,75,25,145
34,75,25,150
35,75,25,155
36,75,25,160
37,75,25,165
38,75,25,170
39,75,25,180
40,75,25,190
41,75,25,200
42,75,25,210
43,75,25,220
44,75,25,230
45,75,25,240
46,75,25,250
47,75,25,260
48,75,25,270
49,75,25,280
50,75,25,290
51,75,25,300
52,75,25,310
53,75,25,320
54,75,25,330
55,75,25,340
56,75,25,350
57,75,25,360
58,75,25,370
59,75,25,380
60,75,25,390
61,75,25,400
62,75,25,410
63,75,25,420
64,75,25,430
65,75,25,440
66,75,25,450
67,75,25,460
68,75,25,470
69,75,25,480
70,75,25,490
71,75,25,500
72,75,25,510
73,75,25,520
74,75,25,530
75,75,25,540
76,75,25,550
77,75,25,560
78,75,25,570
79,75,25,580
80,75,25,590
81,75,25,600
82,75,25,610
83,75,25,620
84,75,25,630
85,75,25,640
86,75,25,650
87,75,25,660
88,75,25,670
89,75,25,680
90,75,25,690
91,75,25,700
92,75,25,710
93,75,25,720
94,75,25,730
95,75,25,740
96,75,25,750
97,75,25,760
98,75,25,770
99,75,25,780
100,75,25,790
101,75,25,800
102,75,25,810
103,75,25,820
104,75,25,830
105,75,25,840
106,75,25,850
107,75,25,860
108,75,25,870
109,75,25,880
110,75,25,890
111,75,25,900
112,75,25,910
113,75,25,920
114,75,25,930
115,75,25,940
116,75,25,950
117,75,25,960
118,75,25,970
119,75,25,980
120,75,25,1000
1,76,25,0
2,76,25,0
3,76,25,0
4,76,25,0
5,76,25,0
6,76,25,10
7,76,25,15
8,76,25,20
9,76,25,25
10,76,25,30
11,76,25,35
12,76,25,40
13,76,25,45
14,76,25,50
15,76,25,55
16,76,25,60
17,76,25,65
18,76,25,70
19,76,25,75
20,76,25,80
21,76,25,85
22,76,25,90
23,76,25,95
24,76,25,100
25,76,25,105
26,76,25,110
27,76,25,115
28,76,25,120
29,76,25,125
30,76,25,130
31,76,25,135
32,76,25,140
33,76,25,145
34,76,25,150
35,76,25,155
36,76,25,160
37,76,25,165
38,76,25,170
39,76,25,180
40,76,25,190
41,76,25,200
42,76,25,210
43,76,25,220
44,76,25,230
45,76,25,240
46,76,25,250
47,76,25,260
48,76,25,270
49,76,25,280
50,76,25,290
51,76,25,300
52,76,25,310
53,76,25,320
54,76,25,330
55,76,25,340
56,76,25,350
57,76,25,360
58,76,25,370
59,76,25,380
60,76,25,390
61,76,25,400
62,76,25,410
63,76,25,420
64,76,25,430
65,76,25,440
66,76,25,450
67,76,25,460
68,76,25,470
69,76,25,480
70,76,25,490
71,76,25,500
72,76,25,510
73,76,25,520
74,76,25,530
75,76,25,540
76,76,25,550
77,76,25,560
78,76,25,570
79,76,25,580
80,76,25,590
81,76,25,600
82,76,25,610
83,76,25,620
84,76,25,630
85,76,25,640
86,76,25,650
87,76,25,660
88,76,25,670
89,76,25,680
90,76,25,690
91,76,25,700
92,76,25,710
93,76,25,720
94,76,25,730
95,76,25,740
96,76,25,750
97,76,25,760
98,76,25,770
99,76,25,780
100,76,25,790
101,76,25,800
102,76,25,810
103,76,25,820
104,76,25,830
105,76,25,840
106,76,25,850
107,76,25,860
108,76,25,870
109,76,25,880
110,76,25,890
111,76,25,900
112,76,25,910
113,76,25,920
114,76,25,930
115,76,25,940
116,76,25,950
117,76,25,960
118,76,25,970
119,76,25,980
120,76,25,1000
1,77,25,0
2,77,25,0
3,77,25,0
4,77,25,0
5,77,25,0
6,77,25,10
7,77,25,15
8,77,25,20
9,77,25,25
10,77,25,30
11,77,25,35
12,77,25,40
13,77,25,45
14,77,25,50
15,77,25,55
16,77,25,60
17,77,25,65
18,77,25,70
19,77,25,75
20,77,25,80
21,77,25,85
22,77,25,90
23,77,25,95
24,77,25,100
25,77,25,105
26,77,25,110
27,77,25,115
28,77,25,120
29,77,25,125
30,77,25,130
31,77,25,135
32,77,25,140
33,77,25,145
34,77,25,150
35,77,25,155
36,77,25,160
37,77,25,165
38,77,25,170
39,77,25,180
40,77,25,190
41,77,25,200
42,77,25,210
43,77,25,220
44,77,25,230
45,77,25,240
46,77,25,250
47,77,25,260
48,77,25,270
49,77,25,280
50,77,25,290
51,77,25,300
52,77,25,310
53,77,25,320
54,77,25,330
55,77,25,340
56,77,25,350
57,77,25,360
58,77,25,370
59,77,25,380
60,77,25,390
61,77,25,400
62,77,25,410
63,77,25,420
64,77,25,430
65,77,25,440
66,77,25,450
67,77,25,460
68,77,25,470
69,77,25,480
70,77,25,490
71,77,25,500
72,77,25,510
73,77,25,520
74,77,25,530
75,77,25,540
76,77,25,550
77,77,25,560
78,77,25,570
79,77,25,580
80,77,25,590
81,77,25,600
82,77,25,610
83,77,25,620
84,77,25,630
85,77,25,640
86,77,25,650
87,77,25,660
88,77,25,670
89,77,25,680
90,77,25,690
91,77,25,700
92,77,25,710
93,77,25,720
94,77,25,730
95,77,25,740
96,77,25,750
97,77,25,760
98,77,25,770
99,77,25,780
100,77,25,790
101,77,25,800
102,77,25,810
103,77,25,820
104,77,25,830
105,77,25,840
106,77,25,850
107,77,25,860
108,77,25,870
109,77,25,880
110,77,25,890
111,77,25,900
112,77,25,910
113,77,25,920
114,77,25,930
115,77,25,940
116,77,25,950
117,77,25,960
118,77,25,970
119,77,25,980
120,77,25,1000
1,78,25,0
2,78,25,0
3,78,25,0
4,78,25,0
5,78,25,0
6,78,25,10
7,78,25,15
8,78,25,20
9,78,25,25
10,78,25,30
11,78,25,35
12,78,25,40
13,78,25,45
14,78,25,50
15,78,25,55
16,78,25,60
17,78,25,65
18,78,25,70
19,78,25,75
20,78,25,80
21,78,25,85
22,78,25,90
23,78,25,95
24,78,25,100
25,78,25,105
26,78,25,110
27,78,25,115
28,78,25,120
29,78,25,125
30,78,25,130
31,78,25,135
32,78,25,140
33,78,25,145
34,78,25,150
35,78,25,155
36,78,25,160
37,78,25,165
38,78,25,170
39,78,25,180
40,78,25,190
41,78,25,200
42,78,25,210
43,78,25,220
44,78,25,230
45,78,25,240
46,78,25,250
47,78,25,260
48,78,25,270
49,78,25,280
50,78,25,290
51,78,25,300
52,78,25,310
53,78,25,320
54,78,25,330
55,78,25,340
56,78,25,350
57,78,25,360
58,78,25,370
59,78,25,380
60,78,25,390
61,78,25,400
62,78,25,410
63,78,25,420
64,78,25,430
65,78,25,440
66,78,25,450
67,78,25,460
68,78,25,470
69,78,25,480
70,78,25,490
71,78,25,500
72,78,25,510
73,78,25,520
74,78,25,530
75,78,25,540
76,78,25,550
77,78,25,560
78,78,25,570
79,78,25,580
80,78,25,590
81,78,25,600
82,78,25,610
83,78,25,620
84,78,25,630
85,78,25,640
86,78,25,650
87,78,25,660
88,78,25,670
89,78,25,680
90,78,25,690
91,78,25,700
92,78,25,710
93,78,25,720
94,78,25,730
95,78,25,740
96,78,25,750
97,78,25,760
98,78,25,770
99,78,25,780
100,78,25,790
101,78,25,800
102,78,25,810
103,78,25,820
104,78,25,830
105,78,25,840
106,78,25,850
107,78,25,860
108,78,25,870
109,78,25,880
110,78,25,890
111,78,25,900
112,78,25,910
113,78,25,920
114,78,25,930
115,78,25,940
116,78,25,950
117,78,25,960
118,78,25,970
119,78,25,980
120,78,25,1000
1,79,25,0
2,79,25,0
3,79,25,0
4,79,25,0
5,79,25,0
6,79,25,10
7,79,25,15
8,79,25,20
9,79,25,25
10,79,25,30
11,79,25,35
12,79,25,40
13,79,25,45
14,79,25,50
15,79,25,55
16,79,25,60
17,79,25,65
18,79,25,70
19,79,25,75
20,79,25,80
21,79,25,85
22,79,25,90
23,79,25,95
24,79,25,100
25,79,25,105
26,79,25,110
27,79,25,115
28,79,25,120
29,79,25,125
30,79,25,130
31,79,25,135
32,79,25,140
33,79,25,145
34,79,25,150
35,79,25,155
36,79,25,160
37,79,25,165
38,79,25,170
39,79,25,180
40,79,25,190
41,79,25,200
42,79,25,210
43,79,25,220
44,79,25,230
45,79,25,240
46,79,25,250
47,79,25,260
48,79,25,270
49,79,25,280
50,79,25,290
51,79,25,300
52,79,25,310
53,79,25,320
54,79,25,330
55,79,25,340
56,79,25,350
57,79,25,360
58,79,25,370
59,79,25,380
60,79,25,390
61,79,25,400
62,79,25,410
63,79,25,420
64,79,25,430
65,79,25,440
66,79,25,450
67,79,25,460
68,79,25,470
69,79,25,480
70,79,25,490
71,79,25,500
72,79,25,510
73,79,25,520
74,79,25,530
75,79,25,540
76,79,25,550
77,79,25,560
78,79,25,570
79,79,25,580
80,79,25,590
81,79,25,600
82,79,25,610
83,79,25,620
84,79,25,630
85,79,25,640
86,79,25,650
87,79,25,660
88,79,25,670
89,79,25,680
90,79,25,690
91,79,25,700
92,79,25,710
93,79,25,720
94,79,25,730
95,79,25,740
96,79,25,750
97,79,25,760
98,79,25,770
99,79,25,780
100,79,25,790
101,79,25,800
102,79,25,810
103,79,25,820
104,79,25,830
105,79,25,840
106,79,25,850
107,79,25,860
108,79,25,870
109,79,25,880
110,79,25,890
111,79,25,900
112,79,25,910
113,79,25,920
114,79,25,930
115,79,25,940
116,79,25,950
117,79,25,960
118,79,25,970
119,79,25,980
120,79,25,1000
1,80,25,0
2,80,25,0
3,80,25,0
4,80,25,0
5,80,25,0
6,80,25,10
7,80,25,15
8,80,25,20
9,80,25,25
10,80,25,30
11,80,25,35
12,80,25,40
13,80,25,45
14,80,25,50
15,80,25,55
16,80,25,60
17,80,25,65
18,80,25,70
19,80,25,75
20,80,25,80
21,80,25,85
22,80,25,90
23,80,25,95
24,80,25,100
25,80,25,105
26,80,25,110
27,80,25,115
28,80,25,120
29,80,25,125
30,80,25,130
31,80,25,135
32,80,25,140
33,80,25,145
34,80,25,150
35,80,25,155
36,80,25,160
37,80,25,165
38,80,25,170
39,80,25,180
40,80,25,190
41,80,25,200
42,80,25,210
43,80,25,220
44,80,25,230
45,80,25,240
46,80,25,250
47,80,25,260
48,80,25,270
49,80,25,280
50,80,25,290
51,80,25,300
52,80,25,310
53,80,25,320
54,80,25,330
55,80,25,340
56,80,25,350
57,80,25,360
58,80,25,370
59,80,25,380
60,80,25,390
61,80,25,400
62,80,25,410
63,80,25,420
64,80,25,430
65,80,25,440
66,80,25,450
67,80,25,460
68,80,25,470
69,80,25,480
70,80,25,490
71,80,25,500
72,80,25,510
73,80,25,520
74,80,25,530
75,80,25,540
76,80,25,550
77,80,25,560
78,80,25,570
79,80,25,580
80,80,25,590
81,80,25,600
82,80,25,610
83,80,25,620
84,80,25,630
85,80,25,640
86,80,25,650
87,80,25,660
88,80,25,670
89,80,25,680
90,80,25,690
91,80,25,700
92,80,25,710
93,80,25,720
94,80,25,730
95,80,25,740
96,80,25,750
97,80,25,760
98,80,25,770
99,80,25,780
100,80,25,790
101,80,25,800
102,80,25,810
103,80,25,820
104,80,25,830
105,80,25,840
106,80,25,850
107,80,25,860
108,80,25,870
109,80,25,880
110,80,25,890
111,80,25,900
112,80,25,910
113,80,25,920
114,80,25,930
115,80,25,940
116,80,25,950
117,80,25,960
118,80,25,970
119,80,25,980
120,80,25,1000
1,81,25,0
2,81,25,0
3,81,25,0
4,81,25,0
5,81,25,0
6,81,25,10
7,81,25,15
8,81,25,20
9,81,25,25
10,81,25,30
11,81,25,35
12,81,25,40
13,81,25,45
14,81,25,50
15,81,25,55
16,81,25,60
17,81,25,65
18,81,25,70
19,81,25,75
20,81,25,80
21,81,25,85
22,81,25,90
23,81,25,95
24,81,25,100
25,81,25,105
26,81,25,110
27,81,25,115
28,81,25,120
29,81,25,125
30,81,25,130
31,81,25,135
32,81,25,140
33,81,25,145
34,81,25,150
35,81,25,155
36,81,25,160
37,81,25,165
38,81,25,170
39,81,25,180
40,81,25,190
41,81,25,200
42,81,25,210
43,81,25,220
44,81,25,230
45,81,25,240
46,81,25,250
47,81,25,260
48,81,25,270
49,81,25,280
50,81,25,290
51,81,25,300
52,81,25,310
53,81,25,320
54,81,25,330
55,81,25,340
56,81,25,350
57,81,25,360
58,81,25,370
59,81,25,380
60,81,25,390
61,81,25,400
62,81,25,410
63,81,25,420
64,81,25,430
65,81,25,440
66,81,25,450
67,81,25,460
68,81,25,470
69,81,25,480
70,81,25,490
71,81,25,500
72,81,25,510
73,81,25,520
74,81,25,530
75,81,25,540
76,81,25,550
77,81,25,560
78,81,25,570
79,81,25,580
80,81,25,590
81,81,25,600
82,81,25,610
83,81,25,620
84,81,25,630
85,81,25,640
86,81,25,650
87,81,25,660
88,81,25,670
89,81,25,680
90,81,25,690
91,81,25,700
92,81,25,710
93,81,25,720
94,81,25,730
95,81,25,740
96,81,25,750
97,81,25,760
98,81,25,770
99,81,25,780
100,81,25,790
101,81,25,800
102,81,25,810
103,81,25,820
104,81,25,830
105,81,25,840
106,81,25,850
107,81,25,860
108,81,25,870
109,81,25,880
110,81,25,890
111,81,25,900
112,81,25,910
113,81,25,920
114,81,25,930
115,81,25,940
116,81,25,950
117,81,25,960
118,81,25,970
119,81,25,980
120,81,25,1000
1,82,25,0
2,82,25,0
3,82,25,0
4,82,25,0
5,82,25,0
6,82,25,10
7,82,25,15
8,82,25,20
9,82,25,25
10,82,25,30
11,82,25,35
12,82,25,40
13,82,25,45
14,82,25,50
15,82,25,55
16,82,25,60
17,82,25,65
18,82,25,70
19,82,25,75
20,82,25,80
21,82,25,85
22,82,25,90
23,82,25,95
24,82,25,100
25,82,25,105
26,82,25,110
27,82,25,115
28,82,25,120
29,82,25,125
30,82,25,130
31,82,25,135
32,82,25,140
33,82,25,145
34,82,25,150
35,82,25,155
36,82,25,160
37,82,25,165
38,82,25,170
39,82,25,180
40,82,25,190
41,82,25,200
42,82,25,210
43,82,25,220
44,82,25,230
45,82,25,240
46,82,25,250
47,82,25,260
48,82,25,270
49,82,25,280
50,82,25,290
51,82,25,300
52,82,25,310
53,82,25,320
54,82,25,330
55,82,25,340
56,82,25,350
57,82,25,360
58,82,25,370
59,82,25,380
60,82,25,390
61,82,25,400
62,82,25,410
63,82,25,420
64,82,25,430
65,82,25,440
66,82,25,450
67,82,25,460
68,82,25,470
69,82,25,480
70,82,25,490
71,82,25,500
72,82,25,510
73,82,25,520
74,82,25,530
75,82,25,540
76,82,25,550
77,82,25,560
78,82,25,570
79,82,25,580
80,82,25,590
81,82,25,600
82,82,25,610
83,82,25,620
84,82,25,630
85,82,25,640
86,82,25,650
87,82,25,660
88,82,25,670
89,82,25,680
90,82,25,690
91,82,25,700
92,82,25,710
93,82,25,720
94,82,25,730
95,82,25,740
96,82,25,750
97,82,25,760
98,82,25,770
99,82,25,780
100,82,25,790
101,82,25,800
102,82,25,810
103,82,25,820
104,82,25,830
105,82,25,840
106,82,25,850
107,82,25,860
108,82,25,870
109,82,25,880
110,82,25,890
111,82,25,900
112,82,25,910
113,82,25,920
114,82,25,930
115,82,25,940
116,82,25,950
117,82,25,960
118,82,25,970
119,82,25,980
120,82,25,1000
1,83,25,0
2,83,25,0
3,83,25,0
4,83,25,0
5,83,25,0
6,83,25,10
7,83,25,15
8,83,25,20
9,83,25,25
10,83,25,30
11,83,25,35
12,83,25,40
13,83,25,45
14,83,25,50
15,83,25,55
16,83,25,60
17,83,25,65
18,83,25,70
19,83,25,75
20,83,25,80
21,83,25,85
22,83,25,90
23,83,25,95
24,83,25,100
25,83,25,105
26,83,25,110
27,83,25,115
28,83,25,120
29,83,25,125
30,83,25,130
31,83,25,135
32,83,25,140
33,83,25,145
34,83,25,150
35,83,25,155
36,83,25,160
37,83,25,165
38,83,25,170
39,83,25,180
40,83,25,190
41,83,25,200
42,83,25,210
43,83,25,220
44,83,25,230
45,83,25,240
46,83,25,250
47,83,25,260
48,83,25,270
49,83,25,280
50,83,25,290
51,83,25,300
52,83,25,310
53,83,25,320
54,83,25,330
